course_id,course_title,category,prerequisite_ids,est_hours,course_organization,course_difficulty,course_rating
1921,Infrastructure DevOps Essentials,DevOps,[],6,Harvard,Beginner,3.6
1922,Calculus Mathematics Bootcamp,Mathematics,[],8,CNCF,Beginner,4.7
1923,OS Concepts Computer Sci Professional,Computer Sci,"[1686,1222]",20,Red Hat,Intermediate,3.9
1924,Ethical Hacking Cybersecurity Professional,Cybersecurity,"[1062,1711]",23,IBM,Intermediate,5
1925,Agile Business Essentials,Business,"[1567,1289]",34,Khan Academy,Advanced,3.7
1926,Academic Writing Communication in Practice,Communication,[],7,Infosys Springboard,Beginner,3.5
1927,Prototyping Design Deep Dive,Design,[],7,Infosys Springboard,Beginner,3.6
1928,NoSQL Database Zero to Hero,Database,[1722],19,freeCodeCamp,Intermediate,4.2
1929,Cross-Platform Mobile Dev Bootcamp,Mobile Dev,"[1132,1582]",23,freeCodeCamp,Intermediate,3.5
1930,SDN Networking Zero to Hero,Networking,"[1116,1921]",33,Oracle,Advanced,4.4
1931,Mastering Programming Fundamentals,Programming,[],6,Amazon AWS,Beginner,3.9
1932,Exploratory Data Science Zero to Hero,Data Science,[],7,IBM,Beginner,4.2
1933,Deep Learning AI Bootcamp,AI,[1561],19,CNCF,Intermediate,3.9
1934,Vue.js Web Dev Zero to Hero,Web Dev,[1406],26,Udemy,Intermediate,4.4
1935,Cloud-Native Cloud Certification Prep,Cloud,"[1407,1781]",33,MIT OpenCourse,Advanced,4.5
1936,Kubernetes DevOps Deep Dive,DevOps,[],6,Atlassian,Beginner,3.6
1937,Linear Algebra Mathematics Complete Guide,Mathematics,[],8,CNCF,Beginner,4.9
1938,Compilers Computer Sci Advanced,Computer Sci,[1926],22,deeplearning.ai,Intermediate,4
1939,Cryptography Cybersecurity for Beginners,Cybersecurity,"[1791,1801]",19,Red Hat,Intermediate,4.8
1940,Agile Business Professional,Business,"[1791,1563,1192]",28,Harvard,Advanced,4.6
1941,Business English Communication Bootcamp,Communication,[],9,CNCF,Beginner,4.7
1942,UI/UX Design Zero to Hero,Design,[],13,Yale,Beginner,5
1943,SQL Database Specialization,Database,[1132],28,NPTEL,Intermediate,4.2
1944,Cross-Platform Mobile Dev Certification Prep,Mobile Dev,[1872],21,Cisco,Intermediate,3.8
1945,Network Admin Networking Essentials,Networking,"[1868,1302]",26,Infosys Springboard,Advanced,4.1
1946,C++ and Programming Crash Course,Programming,[],14,Khan Academy,Beginner,4.8
1947,Applied Data Science Essentials,Data Science,[],11,Docker Inc,Beginner,4.9
1948,Machine Learning AI Fundamentals,AI,"[1217,1361]",26,IIT Delhi,Intermediate,4.4
1949,HTML/CSS Web Dev Deep Dive,Web Dev,"[1177,1186]",20,MIT OpenCourse,Intermediate,3.9
1950,Cloud-Native Cloud Certification Prep,Cloud,"[1761,1231,1648]",32,NPTEL,Advanced,3.9
1951,CI/CD DevOps Zero to Hero,DevOps,[],14,Infosys Springboard,Beginner,3.8
1952,Calculus Mathematics Advanced,Mathematics,[],13,IBM,Beginner,5
1953,Compilers Computer Sci for Beginners,Computer Sci,"[1376,1326]",17,Stanford,Intermediate,3.8
1954,Ethical Hacking Cybersecurity Crash Course,Cybersecurity,[1542],30,Atlassian,Intermediate,4.2
1955,Agile Business in Practice,Business,"[1757,1536,1472]",29,deeplearning.ai,Advanced,4.8
1956,Storytelling Communication Deep Dive,Communication,[],9,Atlassian,Beginner,3.8
1957,Figma Design Crash Course,Design,[],10,Amazon AWS,Beginner,4.5
1958,NoSQL Database Deep Dive,Database,[1897],22,Stanford,Intermediate,3.9
1959,React Native Mobile Dev Fundamentals,Mobile Dev,[1187],20,Atlassian,Intermediate,3.7
1960,Network Admin Networking Certification Prep,Networking,"[1679,1043,1148]",35,Meta,Advanced,4.9
1961,Advanced Programming Deep Dive,Programming,[],7,Princeton,Beginner,4
1962,Data Data Science Fundamentals,Data Science,[],12,Google Cloud,Beginner,4.3
1963,AI for AI Deep Dive,AI,[1222],25,Coursera,Intermediate,4.3
1964,Full-Stack Web Dev for Beginners,Web Dev,[1561],30,Atlassian,Intermediate,3.5
1965,Azure Cloud with Projects,Cloud,"[1731,1751]",34,freeCodeCamp,Advanced,3.6
1966,Docker DevOps with Projects,DevOps,[],11,MIT OpenCourse,Beginner,4.3
1967,Linear Algebra Mathematics Essentials,Mathematics,[],5,Harvard,Beginner,3.7
1968,OS Concepts Computer Sci Fundamentals,Computer Sci,[1496],25,IBM,Intermediate,4.8
1969,Ethical Hacking Cybersecurity Masterclass,Cybersecurity,"[1712,1306]",17,Stanford,Intermediate,3.8
1970,Agile Business Advanced,Business,"[1268,1676]",40,Infosys Springboard,Advanced,4.4
1971,Storytelling Communication Essentials,Communication,[],15,IIT Delhi,Beginner,3.8
1972,Interaction Design Zero to Hero,Design,[],13,Red Hat,Beginner,3.7
1973,PostgreSQL Database Bootcamp,Database,[1321],19,Harvard,Intermediate,4.1
1974,iOS Mobile Dev Certification Prep,Mobile Dev,"[1682,1456]",17,Amazon AWS,Intermediate,4
1975,Network Admin Networking Essentials,Networking,"[1561,1652,1198]",38,MIT OpenCourse,Advanced,4.8
1976,Python for Programming Specialization,Programming,[],5,Yale,Beginner,3.6
1977,Big Data Data Science for Beginners,Data Science,[],9,IIT Delhi,Beginner,3.8
1978,Reinforcement AI in Practice,AI,"[1636,1912]",28,Meta,Intermediate,4.7
1979,Node.js Web Dev Crash Course,Web Dev,[1531],26,Yale,Intermediate,3.7
1980,Cloud Cloud Masterclass,Cloud,"[1336,1481]",43,IBM,Advanced,4.3
1981,Infrastructure DevOps Advanced,DevOps,[],6,IIT Delhi,Beginner,4.1
1982,Linear Algebra Mathematics Bootcamp,Mathematics,[],7,CNCF,Beginner,3.8
1983,Data Structures Computer Sci with Projects,Computer Sci,[1447],23,CNCF,Intermediate,4.7
1984,Network Security Cybersecurity with Projects,Cybersecurity,[1096],30,Khan Academy,Intermediate,4.1
1985,Advanced NLP with Transformers,AI,"[1022,1032]",28,Hugging Face,Advanced,4.9
1986,Academic Writing Communication Certification Prep,Communication,[],5,Atlassian,Beginner,3.8
1987,Interaction Design Bootcamp,Design,[],13,Meta,Beginner,5
1988,Redis Database Essentials,Database,[1741],29,Yale,Intermediate,3.5
1989,Flutter Mobile Dev Advanced,Mobile Dev,[1366],18,deeplearning.ai,Intermediate,4.8
1990,Wireless Networking Networking for Beginners,Networking,"[1667,1572]",42,CNCF,Advanced,4.2
1991,Circular Course Alpha,Test,[1992],5,TestOrg,Beginner,3.5
1992,Circular Course Beta,Test,[1991],5,TestOrg,Beginner,3.5
1993,AI for AI for Beginners,AI,[1382],20,Linux Foundation,Intermediate,4.7
1994,Full-Stack Web Dev in Practice,Web Dev,"[1632,1717]",18,Atlassian,Intermediate,3.7
1995,AWS Cloud Masterclass,Cloud,"[1627,1077]",47,CNCF,Advanced,4.4
1996,Site Reliability DevOps Fundamentals,DevOps,[],11,Docker Inc,Beginner,4
1997,Linear Algebra Mathematics Advanced,Mathematics,[],9,IIT Delhi,Beginner,4.8
1998,Data Structures Computer Sci Professional,Computer Sci,"[1896,1902]",23,deeplearning.ai,Intermediate,4
1999,Master AI Engineering - Capstone,AI,"[1985,1990]",40,Coursera,Advanced,5
2000,Agile Business Advanced,Business,"[1444,1737]",39,Meta,Advanced,4.4
